clickhouse	coldruns	q01	1	2.66
clickhouse	coldruns	q02	1	1.56
clickhouse	coldruns	q03	1	0.86
clickhouse	coldruns	q04	1	9.98
clickhouse	coldruns	q05	1	7.33
clickhouse	coldruns	q06	1	5.35
clickhouse	coldruns	q07	1	7.71
clickhouse	coldruns	q08	1	48.92
clickhouse	coldruns	q09	1	47.30
clickhouse	coldruns	q10	1	92.08
clickhouse	coldruns	q11	1	73.43
clickhouse	coldruns	q12	1	178.84
clickhouse	coldruns	q13	1	18.17
clickhouse	coldruns	q01	2	2.56
clickhouse	coldruns	q02	2	1.57
clickhouse	coldruns	q03	2	1.08
clickhouse	coldruns	q04	2	10.21
clickhouse	coldruns	q05	2	7.46
clickhouse	coldruns	q06	2	5.15
clickhouse	coldruns	q07	2	7.47
clickhouse	coldruns	q08	2	47.93
clickhouse	coldruns	q09	2	46.46
clickhouse	coldruns	q10	2	92.23
clickhouse	coldruns	q11	2	70.47
clickhouse	coldruns	q12	2	173.90
clickhouse	coldruns	q13	2	17.80
clickhouse	coldruns	q01	3	2.47
clickhouse	coldruns	q02	3	1.56
clickhouse	coldruns	q03	3	0.92
clickhouse	coldruns	q04	3	9.97
clickhouse	coldruns	q05	3	7.64
clickhouse	coldruns	q06	3	5.28
clickhouse	coldruns	q07	3	7.68
clickhouse	coldruns	q08	3	47.44
clickhouse	coldruns	q09	3	46.44
clickhouse	coldruns	q10	3	91.33
clickhouse	coldruns	q11	3	69.74
clickhouse	coldruns	q12	3	174.15
clickhouse	coldruns	q13	3	18.22
clickhouse	warmup	q01	1	1.79
clickhouse	warmup	q02	1	1.43
clickhouse	warmup	q03	1	0.85
clickhouse	warmup	q04	1	2.57
clickhouse	warmup	q05	1	0.38
clickhouse	warmup	q06	1	3.85
clickhouse	warmup	q07	1	0.35
clickhouse	warmup	q08	1	46.26
clickhouse	warmup	q09	1	3.13
clickhouse	warmup	q10	1	90.96
clickhouse	warmup	q11	1	20.14
clickhouse	warmup	q12	1	78.10
clickhouse	warmup	q13	1	9.99
clickhouse	warmup	q01	2	0.07
clickhouse	warmup	q02	2	0.16
clickhouse	warmup	q03	2	0.37
clickhouse	warmup	q04	2	0.33
clickhouse	warmup	q05	2	0.29
clickhouse	warmup	q06	2	0.13
clickhouse	warmup	q07	2	0.27
clickhouse	warmup	q08	2	2.54
clickhouse	warmup	q09	2	2.53
clickhouse	warmup	q10	2	7.70
clickhouse	warmup	q11	2	3.75
clickhouse	warmup	q12	2	14.38
clickhouse	warmup	q13	2	9.97
clickhouse	hotruns	q01	1	0.05
clickhouse	hotruns	q02	1	0.17
clickhouse	hotruns	q03	1	0.36
clickhouse	hotruns	q04	1	0.28
clickhouse	hotruns	q05	1	0.25
clickhouse	hotruns	q06	1	0.16
clickhouse	hotruns	q07	1	0.26
clickhouse	hotruns	q08	1	2.30
clickhouse	hotruns	q09	1	2.22
clickhouse	hotruns	q10	1	7.42
clickhouse	hotruns	q11	1	3.86
clickhouse	hotruns	q12	1	13.42
clickhouse	hotruns	q13	1	10.00
clickhouse	hotruns	q01	2	0.06
clickhouse	hotruns	q02	2	0.15
clickhouse	hotruns	q03	2	0.37
clickhouse	hotruns	q04	2	0.33
clickhouse	hotruns	q05	2	0.26
clickhouse	hotruns	q06	2	0.14
clickhouse	hotruns	q07	2	0.25
clickhouse	hotruns	q08	2	2.10
clickhouse	hotruns	q09	2	2.17
clickhouse	hotruns	q10	2	7.20
clickhouse	hotruns	q11	2	3.67
clickhouse	hotruns	q12	2	13.61
clickhouse	hotruns	q13	2	10.26
clickhouse	hotruns	q01	3	0.06
clickhouse	hotruns	q02	3	0.17
clickhouse	hotruns	q03	3	0.36
clickhouse	hotruns	q04	3	0.28
clickhouse	hotruns	q05	3	0.23
clickhouse	hotruns	q06	3	0.13
clickhouse	hotruns	q07	3	0.24
clickhouse	hotruns	q08	3	2.19
clickhouse	hotruns	q09	3	2.14
clickhouse	hotruns	q10	3	7.36
clickhouse	hotruns	q11	3	3.70
clickhouse	hotruns	q12	3	14.13
clickhouse	hotruns	q13	3	10.15
clickhouse	hotruns	q01	4	0.06
clickhouse	hotruns	q02	4	0.17
clickhouse	hotruns	q03	4	0.37
clickhouse	hotruns	q04	4	0.30
clickhouse	hotruns	q05	4	0.27
clickhouse	hotruns	q06	4	0.13
clickhouse	hotruns	q07	4	0.27
clickhouse	hotruns	q08	4	2.18
clickhouse	hotruns	q09	4	2.19
clickhouse	hotruns	q10	4	7.28
clickhouse	hotruns	q11	4	3.87
clickhouse	hotruns	q12	4	13.37
clickhouse	hotruns	q13	4	10.23
clickhouse	hotruns	q01	5	0.06
clickhouse	hotruns	q02	5	0.16
clickhouse	hotruns	q03	5	0.34
clickhouse	hotruns	q04	5	0.30
clickhouse	hotruns	q05	5	0.24
clickhouse	hotruns	q06	5	0.13
clickhouse	hotruns	q07	5	0.25
clickhouse	hotruns	q08	5	2.38
clickhouse	hotruns	q09	5	2.34
clickhouse	hotruns	q10	5	7.54
clickhouse	hotruns	q11	5	4.05
clickhouse	hotruns	q12	5	13.75
clickhouse	hotruns	q13	5	10.22
