hotruns	q01	177.5608
hotruns	q02	117.7539
hotruns	q03	82.9426
hotruns	q04	490.631
hotruns	q05	386.1893
hotruns	q06	327.1288
hotruns	q07	297.3104
hotruns	q08	399.1649
hotruns	q09	387.0473
hotruns	q10	1667.0178
hotruns	q11	2493.1249
hotruns	q12	3609.877
hotruns	q13	3035.2154
coldruns	q01	407.396
coldruns	q02	240.2792
coldruns	q03	163.8233
coldruns	q04	19442.3561
coldruns	q05	14552.4953
coldruns	q06	13979.2373
coldruns	q07	23479.5679
coldruns	q08	160193.2876
coldruns	q09	156737.6647
coldruns	q10	624283.7341
coldruns	q11	117763.1873
coldruns	q12	636276.0435
coldruns	q13	16063.1776
