clickhouse	coldruns	q01	1	0.19
clickhouse	coldruns	q02	1	0.49
clickhouse	coldruns	q03	1	0.62
clickhouse	coldruns	q04	1	0.30
clickhouse	coldruns	q05	1	3.21
clickhouse	coldruns	q06	1	3.41
clickhouse	coldruns	q07	1	5.78
clickhouse	coldruns	q08	1	49.37
clickhouse	coldruns	q09	1	49.47
clickhouse	coldruns	q10	1	97.10
clickhouse	coldruns	q11	1	72.38
clickhouse	coldruns	q12	1	115.13
clickhouse	coldruns	q13	1	9.52
clickhouse	coldruns	q01	2	0.19
clickhouse	coldruns	q02	2	0.52
clickhouse	coldruns	q03	2	0.58
clickhouse	coldruns	q04	2	0.29
clickhouse	coldruns	q05	2	3.09
clickhouse	coldruns	q06	2	3.16
clickhouse	coldruns	q07	2	5.76
clickhouse	coldruns	q08	2	49.78
clickhouse	coldruns	q09	2	48.21
clickhouse	coldruns	q10	2	98.68
clickhouse	coldruns	q11	2	62.10
clickhouse	coldruns	q12	2	105.56
clickhouse	coldruns	q13	2	9.11
clickhouse	coldruns	q01	3	0.19
clickhouse	coldruns	q02	3	0.45
clickhouse	coldruns	q03	3	0.69
clickhouse	coldruns	q04	3	0.28
clickhouse	coldruns	q05	3	3.09
clickhouse	coldruns	q06	3	3.19
clickhouse	coldruns	q07	3	5.81
clickhouse	coldruns	q08	3	49.69
clickhouse	coldruns	q09	3	50.59
clickhouse	coldruns	q10	3	98.26
clickhouse	coldruns	q11	3	62.17
clickhouse	coldruns	q12	3	105.70
clickhouse	coldruns	q13	3	9.70
clickhouse	warmup	q01	1	0.15
clickhouse	warmup	q02	1	0.43
clickhouse	warmup	q03	1	0.54
clickhouse	warmup	q04	1	0.16
clickhouse	warmup	q05	1	0.08
clickhouse	warmup	q06	1	2.90
clickhouse	warmup	q07	1	2.02
clickhouse	warmup	q08	1	48.11
clickhouse	warmup	q09	1	1.40
clickhouse	warmup	q10	1	105.07
clickhouse	warmup	q11	1	13.17
clickhouse	warmup	q12	1	9.12
clickhouse	warmup	q13	1	5.55
clickhouse	warmup	q01	2	0.04
clickhouse	warmup	q02	2	0.07
clickhouse	warmup	q03	2	0.27
clickhouse	warmup	q04	2	0.01
clickhouse	warmup	q05	2	0.08
clickhouse	warmup	q06	2	0.07
clickhouse	warmup	q07	2	0.19
clickhouse	warmup	q08	2	1.37
clickhouse	warmup	q09	2	1.77
clickhouse	warmup	q10	2	6.27
clickhouse	warmup	q11	2	2.72
clickhouse	warmup	q12	2	11.51
clickhouse	warmup	q13	2	5.13
clickhouse	hotruns	q01	1	0.03
clickhouse	hotruns	q02	1	0.07
clickhouse	hotruns	q03	1	0.27
clickhouse	hotruns	q04	1	0.01
clickhouse	hotruns	q05	1	0.09
clickhouse	hotruns	q06	1	0.10
clickhouse	hotruns	q07	1	0.20
clickhouse	hotruns	q08	1	2.19
clickhouse	hotruns	q09	1	2.01
clickhouse	hotruns	q10	1	6.56
clickhouse	hotruns	q11	1	2.29
clickhouse	hotruns	q12	1	8.63
clickhouse	hotruns	q13	1	5.57
clickhouse	hotruns	q01	2	0.03
clickhouse	hotruns	q02	2	0.08
clickhouse	hotruns	q03	2	0.27
clickhouse	hotruns	q04	2	0.01
clickhouse	hotruns	q05	2	0.08
clickhouse	hotruns	q06	2	0.07
clickhouse	hotruns	q07	2	0.19
clickhouse	hotruns	q08	2	1.35
clickhouse	hotruns	q09	2	1.31
clickhouse	hotruns	q10	2	5.67
clickhouse	hotruns	q11	2	2.25
clickhouse	hotruns	q12	2	8.57
clickhouse	hotruns	q13	2	6.50
clickhouse	hotruns	q01	3	0.03
clickhouse	hotruns	q02	3	0.08
clickhouse	hotruns	q03	3	0.26
clickhouse	hotruns	q04	3	0.01
clickhouse	hotruns	q05	3	0.07
clickhouse	hotruns	q06	3	0.08
clickhouse	hotruns	q07	3	0.19
clickhouse	hotruns	q08	3	1.37
clickhouse	hotruns	q09	3	1.32
clickhouse	hotruns	q10	3	5.85
clickhouse	hotruns	q11	3	2.27
clickhouse	hotruns	q12	3	8.67
clickhouse	hotruns	q13	3	8.32
clickhouse	hotruns	q01	4	0.03
clickhouse	hotruns	q02	4	0.07
clickhouse	hotruns	q03	4	0.26
clickhouse	hotruns	q04	4	0.01
clickhouse	hotruns	q05	4	0.07
clickhouse	hotruns	q06	4	0.07
clickhouse	hotruns	q07	4	0.18
clickhouse	hotruns	q08	4	1.34
clickhouse	hotruns	q09	4	1.38
clickhouse	hotruns	q10	4	5.70
clickhouse	hotruns	q11	4	2.30
clickhouse	hotruns	q12	4	8.65
clickhouse	hotruns	q13	4	5.19
clickhouse	hotruns	q01	5	0.03
clickhouse	hotruns	q02	5	0.07
clickhouse	hotruns	q03	5	0.28
clickhouse	hotruns	q04	5	0.02
clickhouse	hotruns	q05	5	0.07
clickhouse	hotruns	q06	5	0.07
clickhouse	hotruns	q07	5	0.18
clickhouse	hotruns	q08	5	1.37
clickhouse	hotruns	q09	5	1.33
clickhouse	hotruns	q10	5	5.74
clickhouse	hotruns	q11	5	2.30
clickhouse	hotruns	q12	5	8.63
clickhouse	hotruns	q13	5	9.72
